Sample,HFD1,HFD2,HFD3,HFD4,HFD5,HFD6,ND1,ND2,ND3,ND4,ND5,ND6,QC_1,QC_8,QC_15
M157T248,1056.191543,1247.014291,984.9875464,1499.695561,1760.65894,1246.341409,2553.508732,1622.836949,1903.809005,1612.904333,1750.733454,902.2871989,1269.355247,1478.811749,1159.476537
M157T254,1381.945566,921.6970557,1076.984959,1902.934138,1636.917113,863.5604079,2004.83023,1289.882782,1499.477041,1361.141269,1787.758593,1917.296624,1707.224744,1229.819863,1375.334716
M157T270,3097.733862,2427.455614,2819.24425,2525.61207,2695.985471,2596.673248,3280.720503,2988.159856,2942.023402,3289.171086,3557.762479,3368.699906,2819.075932,2339.197262,2553.670789
M157T44_2,21494.20595,30555.20603,21003.14902,32704.81077,27106.35899,31981.57754,35104.90644,32612.24947,38882.97623,31264.06036,33818.90333,37132.47051,25298.86183,27461.21914,35190.10961
M157T44_3,541.3577944,1366.907334,930.4426044,663.3533185,1023.612448,1187.773423,1073.250419,1055.521626,1330.279174,1251.522309,860.595617,670.7736766,915.4473908,578.7764209,658.8083101
M157T494,747.5778519,818.049215,879.5321936,1232.276868,728.1576358,896.3647966,919.5228096,1334.681194,1383.186907,727.9924823,1191.797251,1000.937395,1166.156377,1055.280288,1104.962262
M157T54_1,7485.314323,5281.664587,7118.461652,5613.364369,6332.40112,7042.536328,2236.055901,6721.843594,2068.673182,5349.130203,4421.536186,3567.824314,4479.116022,5342.33153,5093.816746
M157T95,532.1040129,379.8374478,436.3371956,468.5250578,466.6940142,1157.473843,654.6441575,521.7476525,623.6367205,818.4805538,329.1183913,730.7963728,386.462304,369.6852921,600.3529763
M158T160,1357.083457,1614.968916,1372.217337,1211.863191,1337.02752,1434.566885,1663.895087,1105.081214,1388.85445,1285.277338,1315.799712,1135.939753,1181.753209,1121.732434,1473.378774
M158T232,294.8808622,1188.159494,267.4877555,831.3181139,646.4531151,848.2370117,762.5155006,1196.470928,842.7071368,655.2985751,743.5912482,950.513797,519.5687653,802.3609841,501.7418812
M158T278,564.4928484,601.1483094,690.2631076,539.362643,794.8025296,595.4855313,1101.684177,461.3167589,951.8569991,911.9113825,672.8064245,552.1810857,771.7144743,975.5364015,924.1511557
M158T336,13044.46628,13302.45414,12897.55646,18135.15365,18124.42771,12042.87382,17358.64263,12055.46163,16546.59724,13467.60882,14194.57388,16571.92692,11830.28842,12111.07896,10460.2831
M158T44_1,896.2265524,1682.851322,927.0451429,1597.495772,1644.988234,1098.76044,1896.337373,1369.973709,1799.830444,1511.630193,1423.095337,1446.434368,1660.865662,1255.027292,1014.613489
M158T44_2,4099.971252,5323.011358,3804.259751,4912.457104,5323.864176,5334.69968,6364.356603,4760.73516,6295.389182,4668.893276,5627.130412,6082.267658,4404.730441,4241.076446,6017.93035
M158T58,1764.718476,2343.789106,3918.143474,2482.742131,2039.369879,2709.179337,2397.582722,1765.595568,3215.404631,1582.067227,3017.76068,1358.222815,2240.491385,2351.081,1943.296024
M158T89,259.5453029,1244.91995,647.5282399,1304.622284,592.0503145,924.1795411,1118.618338,735.206529,1750.852676,810.0048548,570.7407695,929.3709261,906.5726386,693.3159922,999.8386123
M158T99,1194.434352,856.4169966,1166.665849,1067.022696,1299.758745,1303.855174,818.427221,846.6253611,931.0368668,813.0390611,622.2167053,631.2222801,957.4462631,998.070031,647.2313683
M159T101,942.1140733,1115.044815,807.4240818,948.9209063,890.311803,812.0083429,518.5910536,1130.381291,915.4414223,1076.391009,992.9667097,586.3499061,973.4988287,906.9317627,691.9367785
M159T111,7005.819914,2786.001816,6218.9437,3256.444895,5586.043226,4809.505428,1941.594804,1998.137928,3662.567923,3424.45277,3753.224308,3778.375223,4137.98316,4419.173809,3914.551202
M159T172,1316.912655,2045.698977,1317.057102,1562.032303,2133.57246,1167.216505,3566.711953,1914.446526,2410.22185,2372.173708,3309.688883,2888.487579,2320.804432,1907.006613,2286.398402
M159T228,2885.565878,3235.789377,2932.877664,4432.656771,3011.47082,3096.683647,3680.889602,3262.871829,3468.233693,2752.186205,3472.121155,2684.035514,3538.332294,2777.433812,3505.510558
M159T274,2276.001247,3691.913313,3059.214057,3128.514091,7287.239205,3642.478574,4464.534134,3318.635675,3484.238123,6081.52379,3558.626152,6852.671829,3876.072584,3690.476191,5295.159781
M159T308,744.5136726,1124.494445,2134.780409,1117.968811,587.609455,1470.670269,2020.528204,1727.544535,2855.178067,1516.907101,1530.102267,2423.507221,1991.147603,2610.862954,1451.979368
M159T336,1749.200415,1165.535184,1347.900986,1880.325746,1420.331676,770.7192594,1335.17589,1041.881357,1371.314388,1481.214869,1272.398691,940.0053452,1221.380949,897.073439,987.6727372
M159T34,7934.420425,12158.60415,4937.36678,4860.539766,257.9985076,9086.660546,14192.15103,11813.79174,829.6416767,11298.02257,11883.67285,11531.46303,7918.642949,9519.548049,5509.380749
M159T347,1949.470522,891.9392227,531.1293902,916.5044343,705.4951537,729.8498259,1607.481854,932.4967213,1423.460905,1306.003593,1154.202509,1487.853606,1138.461917,730.7810277,929.6247673
M159T44_2,3973.13152,4797.948712,2567.911565,3736.616738,3559.878725,4660.994825,6315.664416,4647.082123,4936.282026,4247.218778,4802.910772,5343.032442,3588.453005,3742.418043,4681.599943
M159T482,7412.458256,6629.73193,6394.68543,5851.949257,6380.159819,5743.144595,8288.866457,7671.277147,8763.036638,5845.186255,7400.015634,7831.192914,6716.783964,5723.776382,6912.665892
M159T53,120963.5188,100585.1234,113734.791,99842.51111,98959.09553,107409.4477,111185.701,53699.43254,106878.2928,55004.46237,81920.29888,76214.92199,103388.4681,87533.43677,90557.44041
M159T65,11656.1226,9313.447155,7476.131777,10870.66996,9725.782956,10427.21467,8666.958234,8392.699299,7254.503881,6833.424002,8406.554516,7492.987302,12401.74217,13093.53006,11599.54572
M159T93,15926.47086,8282.443285,19071.32815,8582.325315,17114.41284,16252.31611,7010.537272,8738.956702,10167.38486,7817.354906,8972.307933,9128.195962,9471.279504,13845.56797,11709.06792
M160T113,897.6932832,1376.413476,691.910562,1197.209641,366.7292923,1084.499923,586.279652,1450.402732,979.5994384,1679.806518,685.5728729,1530.965571,903.2971522,692.8396764,893.5863992
M160T184,972.1096342,451.7842416,1227.574243,421.4658507,885.9045771,707.2302384,402.8180126,289.9629872,761.1088022,401.0101144,292.6110909,268.8773981,545.6146524,553.8527344,580.891182
M160T228,326.9121021,618.8222509,409.2005674,472.2687977,465.7612286,356.1500464,408.3332881,403.8893452,454.0978346,390.7954255,351.6487822,320.0173773,312.1169208,512.9012028,397.4655406
M160T39,384.5898583,315.4688632,470.9457863,388.9983496,320.7187639,375.3549052,367.3500765,341.667871,763.6140917,512.3628097,325.4802983,342.4586157,396.0985221,476.1428109,467.5245392
M160T53,6807.401102,5835.817495,7889.854277,6094.287823,5414.781494,7419.020899,7517.762945,4102.076868,5961.465739,3311.931147,4977.996008,4731.648322,5985.323328,6417.051579,6106.57522
M160T57,7047.500929,4941.975453,4024.136495,3961.31269,3534.517563,3596.128002,1244.746026,4450.945454,2916.100696,3979.301755,3918.408343,2818.278773,5172.596284,3750.50428,5362.638173
M160T60,86510.74542,37961.54291,84574.40947,39803.91492,73421.67228,76156.61565,66179.87804,42643.63889,54158.48548,39331.83447,52571.8986,46623.39641,59882.14895,58075.19671,58438.29623
M160T65,263.1359023,795.3070428,378.6498615,1161.629468,379.7228428,510.418876,984.4341047,643.8868188,738.9735367,502.0869969,681.3314119,809.8953242,609.3637207,665.0482811,676.4804558
M160T66,2728.594692,3403.124315,3610.815188,3420.584704,3504.882954,3542.923933,3049.096663,4533.399858,3384.062242,4282.555038,3529.997944,4283.350285,3806.165508,3982.541512,3939.457003
M160T93,1157.776631,684.3022709,585.8997077,363.2720923,1209.018707,579.007052,641.803246,576.9949144,557.7589329,198.1865336,581.5279989,653.379931,651.1091792,778.3770401,853.1803291
M160T95,1472.550926,1509.594627,2155.547316,1856.488574,1056.769898,1548.65953,1357.117585,2039.189687,2010.95781,2660.241245,2096.54817,1573.151726,1220.529757,1690.846575,1516.990676
M160T96,3085.51125,2224.334688,5852.170682,2724.631288,3614.562851,3086.183338,3552.363371,1180.403394,1205.741174,1204.073268,1198.806317,1123.050297,1248.056229,1244.965558,1201.909649
M161T219,1117.51371,1861.027142,993.876527,1721.629048,1389.922502,1391.079668,1490.57529,1224.277152,1119.828626,981.2340969,797.7659855,1625.582784,1466.135522,1273.065004,1393.934751
M161T228,175.9611236,447.1408133,424.080994,452.0932393,438.0114358,491.8094066,581.1183143,540.8177682,746.5241174,401.4182643,348.3284637,458.5046237,374.6452253,366.5172368,379.5456367
M161T398,1856.396122,1008.161979,2191.503055,1903.450536,1899.155963,2747.540512,2355.514267,2356.20411,1716.090329,2111.57546,2290.786227,2597.15393,3661.868115,3173.493585,2183.823114
M161T44,6660.004522,8392.378033,6469.202518,8664.217994,6057.891215,6480.693701,9296.985133,9489.462452,9343.659019,8368.810536,8608.018298,9350.480069,7273.776716,7264.836269,7601.226964
M161T55,2632.386778,2212.392361,8052.246608,2966.668346,2430.530565,2584.018492,2265.822406,2424.302652,2956.595284,2427.975049,2288.127776,2325.204718,2169.675231,1434.709417,2078.832491
M161T56,1230.836821,1951.002904,495.6040443,2397.155773,1117.790575,1210.682646,2452.791249,1926.564114,2743.235065,1846.978918,2237.93351,3083.848461,1494.150879,1498.808582,1252.474328
M161T60,6986.099855,3010.146365,6696.414652,2880.081001,4809.283792,5572.277304,5348.883847,3198.49759,4896.244522,3535.462842,4589.856256,3570.824905,4462.982753,3968.241613,4297.184776
M162T144,2715.481274,1991.999581,2495.048182,2333.307485,2183.521968,2241.770224,36957.20936,16015.71776,30390.25324,15867.37279,25469.56704,24147.52587,12113.16826,11471.13868,12075.38751
M162T187,13263.90538,24659.80555,12652.29145,19810.42001,15208.17355,17853.46767,79418.92129,123048.7019,86793.05407,107857.3342,105144.2367,97227.85351,55067.21487,57142.89049,53398.37602
M162T208,38927.80348,16973.28897,39099.65149,16792.3182,28987.18423,27951.45148,647.7970299,355.9742452,581.9604963,358.8589538,383.0087287,437.726603,14292.59906,13459.79569,14572.31786
M162T219,719.3800718,1806.949545,967.2101484,1847.696629,1324.238502,1416.388987,1044.949098,1149.128906,1075.347698,1036.35458,1171.862446,1067.289274,1158.000619,1211.855474,1148.088384
M162T44,974.1229494,1490.346063,825.1910278,1290.602039,1091.191677,349.6387678,1494.6116,1387.323656,1711.038402,1292.614502,1706.643169,1518.884636,1390.967471,863.4028875,1438.361468
M162T54,7416.951011,4480.938008,7061.789661,4455.510914,5263.550148,6845.278746,3792.228007,4826.991864,3304.379169,3950.637707,4228.668651,3980.340396,6298.668,6614.67237,4529.238588
M162T55_1,1154.426862,9395.530143,2078.405545,9702.227164,3703.726654,4076.760393,7842.637865,9528.324492,8916.310408,9101.437918,9039.989238,8875.993719,5799.524989,5304.66954,4433.485234
M162T55_2,6473.822441,6400.97834,6069.295038,6070.403211,5479.570414,5965.177706,8996.454442,10796.19232,7876.143129,9271.716255,9219.242291,9271.80218,7452.100497,7587.232119,8257.57558
M162T97,1751.915767,1130.726137,917.1126009,777.8526746,946.797348,1446.992308,1554.298956,926.1666396,1216.121794,1148.857296,1123.997896,1064.413413,1027.51369,1141.222986,875.6346756
M163T144,286.9507743,11577.44947,395.3048415,12965.3042,9846.069932,10194.49753,3145.614592,1863.750006,2717.748906,1604.574425,2281.70752,2270.405321,1271.972891,1522.816029,1368.744025
M163T187,1470.046534,2223.569854,1347.93333,2128.585345,1457.210334,1737.915761,8328.903837,14585.86157,7401.646997,10777.16848,9236.887051,9455.326145,5658.505769,4500.165372,4593.352907
M163T197,690.1169831,1140.556412,753.6438381,1534.039346,1091.355868,975.1335173,1823.847041,1337.400465,1151.443239,1489.249415,1575.780853,1203.890599,1208.252753,970.2766009,1480.264079
M163T208,3784.773411,1593.76947,3152.148687,1511.102173,2558.448201,2331.328231,14588.83431,12226.28547,14741.56297,12857.71086,13595.4697,12937.23355,1458.169593,1286.565247,1487.73112
M163T210_1,575.9536365,439.0213314,456.2392186,519.6534868,313.2171393,323.2620402,605.8180654,621.0311924,581.0737212,411.0789172,529.082274,535.9850473,478.5557996,446.6419001,461.1844026
M163T210_2,3451.912662,2285.611191,4004.963232,2571.020429,2547.158482,3592.202813,3006.319164,3191.087497,3961.302364,4525.57664,4325.723416,3447.417609,3604.469932,3849.361532,3694.582194
M163T259,32177.63856,31703.02701,38183.92504,47237.44399,30908.16843,35565.00637,33628.64922,32463.90123,34736.89169,29366.4568,31714.69369,32242.61059,36640.02956,31806.18206,31490.16115
M163T285,1092.705581,1208.746745,777.3101686,693.3667146,805.1462974,829.1284942,1055.727208,855.8044166,938.6262525,670.9737147,854.1057859,616.0339607,777.0928453,915.7774616,622.5930815
M163T398,1167.780587,1999.520694,2366.836393,1352.476499,1417.610204,1343.071283,2219.224296,1541.118042,1811.235758,1646.793236,1496.042013,1668.822946,1506.035246,1805.718788,1497.934469
M163T44,927.1309163,1192.627417,1357.434457,1488.250442,926.2470986,923.9670029,1398.842146,1335.989586,1364.988949,1178.249277,1334.758301,2014.493452,1459.130247,1257.429834,1669.119535
M163T54,8684.077707,12942.43425,8963.716754,14489.57917,9874.232697,10017.60386,10543.36889,12473.29138,9560.291411,11941.40193,11104.49729,11452.32178,11623.23657,10078.49794,11274.7166
M164T135,546.7521281,1657.790709,862.8693056,903.4120604,963.9368979,991.0828267,869.0184697,1388.854598,569.2744754,1406.724107,1561.2006,754.3889914,1037.697069,1087.571748,744.7980251
M164T223,33111.14248,4491.979724,32724.53572,4491.665674,17689.31139,18146.17356,1914.042224,1169.131871,1475.233995,1727.823992,1372.168084,1331.147851,9348.029018,9724.897152,9075.272246
M164T259,2767.227185,2820.252969,2502.921789,3398.939107,4518.755217,1866.063183,2795.846768,2588.93492,2305.027167,2866.982424,3430.521313,2317.185039,3923.554129,4748.306136,5360.276373
M164T53,2728.729653,3985.571019,3793.793044,3454.939239,3325.00222,3217.627636,1148.990439,2294.888216,1629.662695,2196.999311,1967.683399,1058.654055,2750.932344,2199.882992,2932.880008
M164T54,498.189722,893.2289457,299.1320725,1191.601876,2772.22178,733.7540948,604.7596907,755.7037599,1487.487464,519.6085182,887.2685835,570.8006182,2587.840261,2669.562227,2866.064839
M165T157,1045.937731,1684.605197,1339.454929,1555.543983,1061.76096,1495.454193,736.1191204,633.9180993,967.6429561,536.1930561,718.0298154,672.7523241,866.8128231,580.1645286,802.79008
M165T180,856.3001038,860.0287333,727.6880936,1048.321436,710.7339208,871.5174945,1481.881932,862.3402241,1364.301652,932.5662469,776.057691,1075.215588,737.3428527,852.4895562,1005.901043
M165T219,1462.833117,3344.054059,1998.507643,3046.508027,2383.951098,2858.180976,2397.837127,2351.70845,1897.235386,2634.971889,2122.160963,2189.696103,2089.734906,1912.713478,2403.301087
M165T222,530.4064255,1098.662137,649.8579079,1501.066182,976.3136201,749.7059573,2334.536906,792.1750295,1952.86282,1026.392638,631.3825958,674.8845436,789.0233277,806.4587207,990.3891323
M165T223,2833.028629,673.5739817,2548.687701,532.9976775,1685.960721,1522.61649,1535.892366,1942.402426,1560.295609,1572.101272,1504.975202,1485.560675,998.423911,1078.017043,1062.858612
M165T261,1536.654614,806.0715966,1232.87742,1706.895069,1500.486125,1959.099853,1647.014729,2148.30243,1780.439212,2372.13524,1922.894719,1615.367213,1457.309173,1936.665062,1471.141273
M165T300,1837.945575,1840.129503,2518.246904,1817.720757,2431.417025,1942.575641,2845.892891,1662.272118,2055.332476,1839.707684,2313.08956,1271.49058,2354.468326,1836.34028,1683.333484
M165T390,1065.638986,2126.538344,3473.191322,3175.616171,3165.498614,1163.899195,2134.66698,2823.117718,1820.375949,364.4422961,3039.116877,3101.453581,2820.726761,2998.569564,3011.943491
M165T44,2179.091624,3538.480765,2122.753828,3421.539701,2481.304549,2981.710389,2509.158743,3521.842234,3348.010254,2457.256925,2833.879007,3487.553467,2972.502581,2721.811935,3324.029374
M165T479,18156.1647,12364.60707,11659.5872,17128.65175,11371.34182,15470.67803,26440.34143,16608.98238,22185.14634,16628.97281,21699.83097,16392.14267,16947.11476,12561.35156,14817.256
M165T70,50322.99165,42288.6587,64895.29652,44681.25912,67341.97269,77331.93076,25156.73062,41814.97541,25726.5628,39508.08337,27507.0012,32440.4658,57835.69057,51431.51224,54733.43394
M165T98,116161.9864,58725.33791,108292.8939,64368.27251,87309.16005,84334.41817,37938.99106,52633.90833,35347.47434,50148.28539,41395.51142,46647.51423,63697.39818,63225.46778,64733.91411
M166T113,501.8436331,653.8559831,458.8514391,790.9290545,620.1693897,692.4398289,746.1120972,490.5321865,699.8617051,688.154066,533.5819031,552.1946562,667.1663296,625.6631471,622.8660272
M166T152,1667673.261,845912.7256,1430748.982,969222.2841,1196183.768,1503271.37,1328173.665,960058.0802,1341676.526,984498.8887,1332789.686,1180359.866,1300861.024,1227574.14,1370797.256
M166T429,45298.72295,20486.70415,27332.19781,39056.36446,39601.83889,53242.81739,45800.42331,38298.78788,45721.50867,39019.18781,42511.13454,46369.00983,40281.67641,41112.58779,51380.98081
M166T466,31634.3159,38462.95452,31711.67547,34229.86574,29953.92518,31584.23872,41188.68011,36457.39363,33208.20824,37364.30893,35641.15541,33484.4692,56737.50357,37034.39889,33366.37148
M166T480,29919.93436,37996.68002,23639.63932,29914.64927,33071.88992,26673.83885,54901.77919,42033.70645,51263.01929,36029.35713,43389.56221,42442.12478,37835.36812,36340.31176,36111.73576
M166T49,1800.477672,1005.769503,1963.565216,865.8919854,606.0401298,547.6949542,1216.224771,746.2600376,1370.271346,914.7027571,1065.965545,1042.595807,921.9881785,787.4656373,823.1254643
M166T53,11161.3327,6659.635705,12208.21797,6522.85548,8874.135133,9925.579606,13037.13321,6468.659041,12917.42316,6950.12721,10091.13855,8848.486238,11092.08716,9398.219241,9735.749882
M166T63,6698.64693,2982.916114,1645.764794,2585.260447,2177.636163,1419.897628,1825.992502,1632.857481,2018.102816,2569.874434,1570.403995,1513.430187,2583.578555,1484.300789,2086.857839
M166T70,6506.762025,4558.119554,4246.360315,4029.445944,6400.063083,6431.822124,3024.873818,3751.161773,2973.648652,3186.2501,3613.509153,3154.447363,5574.236313,4709.691424,4656.980979
M166T98,11493.88281,5281.067953,8042.788895,5946.326619,6700.801658,8053.685145,4061.188878,5036.692584,3067.535399,4512.690386,4285.58738,4247.794301,6161.404848,5968.500313,5283.218647
M167T104,3370.150632,2394.956497,3225.656993,2281.827788,4012.885907,3438.126353,956.5346808,2225.958994,1148.192234,2741.959395,2205.92369,2352.793639,2633.476963,2609.555387,2658.988379
M167T143,2153.306852,1308.120219,2126.621519,1201.637822,1845.525754,1904.935056,841.2396967,1088.645388,827.8483384,710.0446192,685.8219825,498.5640584,1484.630098,1049.342327,1351.596311
M167T152,118598.1674,67092.94849,119997.1411,75678.21483,95823.47838,103925.7164,119358.7597,76722.3547,109764.5272,69683.8902,96887.67706,90435.00809,103479.3577,94532.42794,112292.2582
M167T210,213.5383383,207.2680773,319.4950792,431.6712026,320.9116918,295.6141585,302.1872652,542.0027526,337.1970695,622.7837806,403.2555028,431.108066,483.7238405,308.7559102,377.5149556
M167T309,12618.15049,10285.73471,12117.7625,11033.6876,9970.858707,12150.99614,11497.35867,10875.37263,10289.3423,10740.10922,10192.51682,11151.5279,11752.56859,10545.76219,9757.2832
M167T314,594.726031,413.5810297,301.9231106,252.3292328,485.3647258,682.1536373,1037.461336,1602.538728,1158.822418,1548.955448,676.4257892,1300.910803,603.8837964,565.9332286,734.6765662
M167T370,1462.257551,1814.135737,1387.362197,1957.57368,1825.138695,1793.859673,2154.298629,1860.037421,2070.325921,1868.987464,2114.669794,1754.889698,1864.94075,1676.843692,1935.274215
M167T378,2749.399359,4952.505027,2617.766667,4084.990145,4216.255728,3825.414702,6869.333422,8487.055679,5853.754897,7623.56131,8075.853271,8253.898563,4889.534255,4705.430765,5166.51036
M167T393,1424.256108,1999.415777,1134.543532,485.2922303,405.4620659,1267.722546,2431.633854,1138.56552,2094.776124,843.6359296,1858.987639,1676.736546,1797.464653,1221.875339,1655.20767
M167T44,1865.58766,2941.63754,1410.812155,2549.760601,1931.835278,2345.066695,4667.889189,2597.32946,2984.868513,2577.001496,2723.620407,2936.455834,2476.293462,2042.7511,2210.268253
M167T478,4513.232463,5637.620008,2534.890429,5512.48999,5569.920222,1613.145173,5061.650555,3057.116385,7065.726481,3009.161745,6838.709302,5086.116389,5985.280628,3733.121668,5666.966559
M167T488,3500.540131,5003.72328,3349.641489,3952.373433,3259.406745,3544.935867,4606.594709,4493.105932,4974.067307,3825.664062,4593.827103,4359.620336,4468.572355,4359.852663,4633.336262
M168T103,1928.275843,1215.924096,2265.834095,1708.005564,2088.060961,1709.441629,1092.199518,1111.750528,1088.5944,945.5152786,877.8437846,1601.830882,1528.276037,1175.934346,1061.03126
M168T153,11522.18204,4270.425172,9702.344739,7430.816294,7548.351986,7337.599612,7805.474467,6602.173185,9741.80222,6502.267446,7791.331551,10063.18412,7982.653058,7518.298423,8288.597804
M168T167,3365.833879,3749.321,3929.496213,3652.237615,3368.855938,3390.625939,3509.935861,3748.845384,2920.771397,3750.728943,3452.443344,3263.115693,3802.455357,3485.494658,3127.27366
M168T378,396.6255578,331.9438902,100.2765266,525.4411855,552.2723138,284.8842872,793.7775608,824.6345373,904.5263449,906.3214042,749.6753745,493.8774761,686.0838964,704.4304528,426.1171467
M168T44,7729.220702,9870.774386,7890.923064,10806.74215,9117.776909,8580.467745,12262.16613,10479.14823,12428.41204,11325.90009,11177.42163,9897.053931,9760.080424,10085.82534,10643.74882
M168T55,1911.532133,3580.911901,1810.369998,3673.783709,1211.476954,3163.409545,5003.902684,1787.511299,3453.602958,3504.660721,1392.06383,3849.775213,3173.280288,1882.894374,2847.387544
M168T56,15804.45291,23292.4161,17482.13291,22009.33058,16086.1991,18469.3665,18422.13264,22386.88188,16521.44088,21820.98986,18101.54992,16304.93284,20149.49894,16399.78373,16865.20265
M168T67,1831.207463,3429.383681,1349.453345,3288.642282,2904.516288,2890.530332,1044.032714,290.0498689,1351.020049,408.6257727,554.9591021,752.4300282,2178.93634,2014.999732,2064.885017
M168T96,2473.374462,2389.775584,1656.837458,3123.196367,2791.727492,3066.711657,1221.876697,920.8510572,1369.371228,1125.03193,698.4802158,630.5460544,1279.040936,1902.68468,1775.546182
M169T203,970.155155,1019.206062,917.4941804,960.5361241,881.9474524,704.6260435,963.9074975,1051.013379,1336.188128,770.6315342,1026.465881,1034.892598,1003.452796,896.934305,827.8468843
M169T44_2,2221.409358,2358.221053,1953.005835,2161.731653,2183.634819,2378.345324,3219.943824,2750.787963,2480.39967,2184.450244,2551.467579,2616.043141,2605.396726,1882.126322,2525.461437
M169T44_3,4080.718632,4229.480257,4226.32959,2673.490438,1461.006581,1770.545396,2421.275664,1879.101965,2316.622333,2040.123132,2103.572758,2167.416398,1766.633986,1454.829421,2343.928055
M169T48,3625.953021,6307.343756,5148.414134,6053.671313,5658.30639,5350.619948,6697.167224,4644.227728,6695.06292,4929.90962,5175.17058,5304.668756,5311.393838,5247.060584,5547.000123
M169T56,2558.842132,3020.900505,2578.841079,2285.902869,2376.708881,1952.748488,2032.710343,2284.862429,2001.657569,709.6767866,2309.715479,2146.814932,2224.729705,2156.349734,2292.841935
M169T62,973.1410237,1105.207406,1047.832975,1328.322054,860.2573301,1089.236785,1568.823977,583.9203484,946.110953,1021.184504,1140.325229,832.5328984,822.7468022,936.6238945,1193.556916
M169T92,1116.355012,827.7745003,1856.346146,1176.662038,1483.397683,1300.04429,1012.878801,553.746305,985.5502203,889.3557149,896.8708468,882.9107786,868.8918115,804.0946964,1157.517491
M170T172,931.6275071,920.4239864,1044.613637,1211.375733,676.6808837,1023.307944,2118.148489,1060.175632,1652.755266,970.9276197,2066.200442,1697.758039,1204.66287,1078.459212,1127.60381
M170T211,1103.764341,1454.555983,953.6930143,1036.702372,972.1606296,1186.88016,1529.093387,1535.793406,1437.776686,1475.242085,1255.615861,1321.595877,1238.005912,1351.788498,1219.504813
M170T413,3695.9514,2190.071972,1538.462409,1919.048886,7608.154784,8304.928575,2534.213635,1420.206871,1939.14147,8955.003295,2248.938521,1389.910759,4743.064785,4393.311817,5145.095925
M170T44_1,1127.488289,2034.498775,930.4227367,1348.941917,1696.927214,1143.262242,2265.583699,2186.096193,1436.776747,2375.224763,1676.823514,2042.114659,1459.487514,1673.572523,2248.532833
M170T44_2,1676.986685,2101.316773,1295.35685,2320.449237,1486.91743,1577.887037,2046.378893,1957.05319,2636.603984,1923.175189,1966.523721,2223.753913,1571.461355,1903.725468,2034.534531
M170T70,850.1384029,1552.155052,903.2183635,1580.348374,1382.132822,1594.342062,1851.028726,782.6359213,2177.238394,1439.701905,1415.856637,1335.296773,1795.34467,1620.080069,2075.906188
M170T88,1051.700908,1906.497016,1064.946458,110.856453,1378.323248,1554.380298,991.3362347,1125.301952,1564.478402,1049.004331,1362.673739,1401.761956,1875.852175,1500.11588,1692.029726
M170T96,2455.223726,2423.008602,2409.812998,3121.218189,2756.442158,3279.670012,2925.463268,2487.761023,3037.529517,3077.096307,2605.772947,2266.255035,2065.243284,2717.633448,2726.16166
M171T136,955.2175055,364.9535124,957.8285225,327.9094731,778.8515307,729.9263234,451.9133673,407.0257294,463.858418,476.4829775,429.3173708,344.489753,614.4209388,678.5692423,461.6232944
M171T158,5693.12335,2187.811106,6460.6825,2761.631225,5157.745419,5110.236254,5998.403479,1815.496537,4984.62963,2364.4729,2884.276034,3164.525462,4145.275086,3821.170586,3725.696422
M171T172,1628.699399,472.4143948,298.2029994,441.8691766,1480.454471,2192.46322,469.9786876,1766.899397,2449.464725,1670.207222,653.2147441,2346.275671,706.2378556,601.3681405,625.8463575
M171T247,20272.2393,18786.32584,20210.72887,17350.12104,18937.24163,19560.8756,20648.8866,19508.72228,19725.76369,18735.55887,18829.11811,19374.8037,22910.80512,17459.86566,18919.35905
M171T44,4747.091745,4333.432936,5125.421741,4478.364315,4422.890359,4565.146195,3775.830364,3869.046285,4947.272574,3895.039825,5104.70293,4773.183424,3593.018747,3858.158092,5608.012403
M171T48,3408.231005,1904.672966,5017.162541,1741.677995,3273.81052,3674.558488,1696.577285,2426.485758,3438.245408,1408.610553,1734.544592,1906.144481,2601.565906,2194.394848,3538.099559
M171T96,1421.738972,1742.853305,1468.184287,845.8940225,1001.846685,899.7502041,856.799905,1125.371496,1090.563059,934.996854,2151.789275,575.7046551,1177.896441,755.6780186,806.0686817
M172T229,1994.799024,2703.944192,1641.019863,3259.306171,1917.882941,1982.358884,4050.210143,2659.266598,2596.828754,2311.183899,2922.372239,2299.414441,1959.331206,2898.819001,2080.11574
M172T247,1648.928058,1701.541718,1545.836076,1759.465962,1336.470437,1706.352079,1883.699791,984.8435268,1726.038375,1602.387977,2005.884052,1820.756694,1670.381128,1624.499903,1499.506
M172T344,1011.386898,697.8983985,1363.081992,1728.862515,1131.737646,1174.387812,1342.251036,933.3886478,1055.56484,693.4815423,1124.093286,1211.01649,1273.891493,1357.501026,1253.323032
M172T415,7422.537639,9751.844878,6042.702238,8021.38367,6688.679449,4917.385644,5550.696568,4858.562155,5005.393938,3386.216689,4172.689019,8110.191976,11318.07098,8332.578029,9975.330937
M172T44,446.0309414,367.5425141,452.7614023,1019.884665,720.8477469,751.7262492,1076.073532,674.449498,1027.252682,1072.192824,579.9951162,927.9895118,602.2712804,853.8961145,1110.087305
M172T475,2206.154115,1988.514424,2218.490563,423.2717002,825.717344,775.7506726,3654.742979,1855.531992,1960.669365,3071.134863,2507.402721,812.866133,3253.768184,3016.034091,2000.759227
