Sample,HFD1,HFD2,HFD3,HFD4,HFD5,HFD6,ND1,ND2,ND3,ND4,ND5,ND6,QC_1,QC_8,QC_15
M257T189,2788.67025,2115.927669,3205.208876,2960.060139,2151.052168,2881.188619,4587.290495,1333.686742,3520.684329,1486.844766,1967.910519,2369.162837,2296.264947,3240.063932,2554.823436
M257T197,2363.838436,3155.348157,2471.110296,7965.265055,2729.240915,2290.979286,2729.948631,3796.841291,4701.767947,3770.008655,5235.297333,3186.114661,2588.120879,2684.764183,2716.324265
M257T211,4271.109503,4257.400472,3725.177539,3803.702208,3867.181261,4277.085875,4411.51005,4766.397425,4634.942604,4688.947046,4729.67708,4931.04817,3728.121493,4092.996095,3804.399906
M257T222,1163.787458,1500.209567,1700.584377,1577.607297,1354.173446,1525.137948,2628.485859,1857.592989,2292.839576,2058.624648,2251.815086,2284.779772,1948.074773,1840.962262,1995.602624
M257T223,961.648118,1565.017156,670.9965502,993.5037026,768.730479,2617.884686,17181.86231,22440.4803,15518.55018,21962.94725,20234.05628,19627.77052,10131.8153,9458.172976,10049.75156
M257T231,2743.632123,1072.085428,2230.019347,2972.354086,1954.158374,1638.681483,1178.53278,634.7380036,1794.594902,1916.217545,1752.672366,2179.432226,1150.329685,1907.590382,1230.145373
M257T240,1042.647203,3659.589311,932.9762481,3709.18696,2641.448475,2148.896215,168.1622715,202.2312448,87.02674516,143.9648437,112.6162826,88.45717305,974.9212429,1551.524046,1201.515358
M257T263,876.1779481,1297.357964,1150.665042,1621.522726,1160.830882,1400.279894,1436.040155,2213.886864,1261.357708,2167.531633,1569.416181,1473.531882,1029.615292,1272.645655,1333.318395
M257T268,6563.747454,12365.50738,6749.736962,12659.47141,10284.36803,8703.17086,12388.03402,8293.202862,9580.146136,5856.422392,9225.65669,10825.66947,10188.43768,8394.743674,8763.109844
M257T270,3681.280934,2736.260797,4664.902775,4008.48855,3890.863257,3888.674753,2497.206803,5733.239375,2811.225433,6106.999737,2313.175782,3010.252664,3549.44821,3313.742516,2613.019847
M257T280,3431.882572,3947.49064,3346.474008,932.8241424,906.2164403,617.510736,929.0519529,1076.636457,1244.039244,4452.531343,1157.05626,1058.44338,871.8097746,701.3402205,778.7116251
M257T308,9040.829111,12840.44479,9655.033295,14688.32704,10410.25987,10362.35938,26791.92672,43984.76182,24891.05046,46464.49977,44909.10125,39433.85469,23731.13894,22900.78473,26195.25785
M257T318,2985.874999,3269.741671,2978.498814,1828.74839,3545.513967,3043.602811,6397.665412,2384.666261,2898.87346,3731.219079,3224.134322,3487.28547,2690.53128,3261.764871,2851.725425
M257T326,7262.869889,10747.85518,6890.75515,7923.239807,11647.26779,7406.258733,10424.83411,10011.66747,13493.78326,8691.278757,8397.425389,9808.309171,8380.436161,7464.067221,9707.524689
M257T336,27918.52187,19070.53192,27707.99657,20655.40295,21707.66151,23067.74039,19750.34114,17603.77227,20911.07829,17650.70157,19235.56163,19752.06512,24454.98852,20619.00039,20270.4468
M257T40,2918.76481,3188.010436,2176.778207,3383.059466,2927.123211,1483.428716,3118.042448,4057.880996,4622.887068,3305.157999,2713.043075,1719.876145,2924.461489,1940.932782,2185.676921
M257T405,26725.59,22361.12136,28295.92197,24438.4647,25515.68826,25078.1007,11161.91309,15868.77841,11672.68518,14645.67758,12049.81059,12518.69084,20079.38137,19326.03386,22750.62096
M257T494,699.160699,1069.613823,766.7026096,883.3138468,976.2318642,895.8468749,1158.688451,942.2224271,1140.041201,833.3932013,1071.745219,1056.835295,1028.961308,1055.343069,1038.132653
M257T512,6223.126651,2636.810048,1426.00056,10923.55022,8189.458379,6546.360225,11609.94321,6984.985794,1888.129785,4037.439406,3681.678585,7419.2162,10582.94995,6289.954973,7673.663468
M257T54,5267.571825,5345.675557,4716.14709,4940.99508,3381.069982,4656.154025,3046.438128,5057.949056,3614.851297,4158.410139,3773.98231,2120.085137,4506.223585,4237.994012,4645.394645
M257T55,17758.06434,43468.67572,18040.55183,46503.68564,27208.16224,27974.29467,75912.00572,43391.69434,68086.01296,42839.58971,64665.80788,58289.70039,42022.72783,40756.62281,39288.75362
M257T65,3823.182211,6768.59706,3316.231031,6398.74863,4265.033342,4248.722524,12893.81646,2036.229541,12228.56414,2849.841876,6766.930445,6583.795027,5681.804648,5034.800343,4869.789906
M257T69,3756.915074,3302.619268,2826.215232,7971.909708,3136.706576,3669.492216,4085.147406,2373.832711,3369.126616,2213.080978,3241.111751,3404.690161,4390.962505,3866.51007,3463.046771
M257T85,1781.928743,1806.322479,775.4248797,251.4932742,2561.892095,2884.285519,6416.584492,5559.440426,6491.536581,5623.931897,3460.201827,5831.371672,5076.638796,4029.480047,3597.57555
M257T95,5114.360794,4837.009004,4199.518044,3903.75104,4427.60834,4191.491771,6308.105419,1085.05007,7227.02852,2533.465747,3656.595467,3956.0099,3456.596468,4490.310117,3686.840034
M257T97,5332.006446,3736.747531,5660.878298,1827.980232,4352.532946,3390.925232,2439.157346,4721.371578,2659.613934,4072.349654,2680.505327,5598.115235,2636.528645,2926.632974,3998.242985
M258T101,2831.516459,857.2006617,3349.033359,800.2588944,2353.637829,2257.912579,1379.918555,471.4406002,1549.631109,423.5611633,1032.646528,976.46772,1536.390082,1901.80764,1951.018258
M258T108,1819.857906,1697.235839,2162.615839,1567.204913,1796.318584,1698.865842,2057.335988,2099.88015,2173.182528,2466.741574,2504.600593,2313.427558,1671.348837,1897.333647,1891.017979
M258T157,9375.776254,1663.047379,1378.687904,1224.812313,2320.712811,1151.286054,1662.793796,1727.417233,1174.704094,2237.809313,1972.366018,1936.762849,1483.699902,1343.785293,1602.850638
M258T184,2208.687393,1720.405181,2373.06337,1526.998186,2342.45348,1792.004184,2237.40929,1883.27759,2668.908052,2469.435355,1681.475307,1737.226906,2028.535288,2179.854242,2250.729378
M258T194,925.1518879,627.6225443,1019.019273,485.0049934,884.7368934,526.6921147,628.3797093,633.4583413,709.4279807,541.2237176,687.2029879,685.0832996,491.9063019,431.3146756,548.4128411
M258T210,7436.161357,13218.62689,7792.989613,12708.8963,9759.322849,8737.911222,22021.64312,17446.13858,24369.94816,18350.7239,19576.8211,18150.14992,11887.51231,13167.13205,12551.59337
M258T223,582.3120794,1521.768169,573.3915511,471.7763612,694.5156192,399.7001157,2483.045443,3267.657917,2088.861796,2753.138121,3261.375305,2586.054857,1554.206302,1573.261151,1375.923586
M258T238,763.6317873,579.1238726,742.365985,620.4203279,496.7121549,1371.745532,1037.636587,835.0226976,1550.661308,942.5506783,1318.394617,1014.884153,413.3378392,455.2425389,682.5383775
M258T268,1337.60764,1973.748785,1092.657174,2189.727565,1886.656176,1619.93404,2015.937836,1084.008496,1409.238916,292.8169436,1168.265349,2042.471165,1756.723474,1868.239709,1455.247525
M258T308,1188.330237,2387.231782,1414.472127,2058.77754,1432.855738,2400.61258,4735.822086,8606.524243,3649.069058,8156.524519,8288.08477,6672.46792,4129.427732,3785.975032,4345.498441
M258T336,4469.93358,3059.697869,5224.790695,3701.556231,3263.787514,3835.332078,2864.042718,2840.346778,3423.368544,2803.99951,2632.147425,3029.701872,3095.853432,3486.532022,3511.879378
M258T405,5125.155965,3920.687548,5118.292738,3949.970627,4079.176796,3871.511563,1688.609105,1902.393259,1461.853984,2275.63128,2008.418622,1936.99281,3357.513736,3313.129985,4252.44558
M258T406,544.4658186,1365.61672,1146.829091,1886.011111,2300.114075,2208.685488,2958.29572,2387.481717,2442.863414,2657.673262,2557.486036,2891.188148,1804.52956,1637.309392,1876.487614
M258T494,9792.225153,11706.04752,10496.50174,11853.6118,11384.56546,11002.9793,14126.74646,12119.25626,12387.32858,13572.27133,13290.21692,12944.91064,13156.563,10682.9022,12380.46736
M258T54,1591.337247,3730.279188,1569.880043,5046.210398,3173.435692,2420.672355,1484.821337,1553.869839,3929.430554,4965.864271,2608.870361,3958.86333,3060.588432,2920.652154,3762.481338
M258T55,55862.6354,158658.3907,61308.39447,166788.9577,94954.60485,91292.56337,252563.0139,149502.1727,232701.7712,148608.8751,210711.3519,202806.0512,134438.3016,134278.3947,135273.4575
M258T70,8674.989341,8862.754557,9100.834977,8898.984747,7677.699749,4500.863623,11201.87678,8274.562927,12563.94275,8532.437338,10603.06732,10936.51435,8227.62302,8671.182241,8531.841273
M258T97,4196.253727,2347.637974,3835.418117,2207.171278,3044.173686,3029.65543,2924.803337,2068.789865,1384.077185,2527.568781,2612.914675,2970.612393,2575.138064,3172.386128,2805.007556
M259T100,957.6050022,676.1020699,643.9098718,840.7886676,484.3958182,1169.086201,863.1611402,573.5301234,566.2719288,387.7542147,773.5966263,1021.451122,500.1121066,443.3938073,426.7244869
M259T109,16659.54486,5433.55582,17246.60524,3162.673892,9214.099489,13230.46088,3689.742011,2791.786513,4955.914772,3434.025629,3404.369429,4846.107746,6803.579976,9917.059632,7233.689429
M259T156_1,2620.068637,819.5820412,1814.059507,1496.873823,1267.208687,1305.323317,1659.077885,1272.42955,916.2065413,2074.670427,3098.667209,2604.701045,1296.678906,1552.956083,1362.479288
M259T172,796.6528098,662.0277165,557.0416005,575.0639943,648.309762,792.0478792,836.5463501,624.751261,622.629814,597.5470797,796.4852982,815.7489834,747.7517198,535.508628,698.9159086
M259T174,85302.6486,18284.74499,76751.60826,18489.37007,53181.17583,50845.7505,38459.63686,13926.75361,37840.46274,12747.9651,22952.57822,26391.29961,38996.43704,38282.43871,39432.89919
M259T189_1,5095.382909,4307.396905,5424.701562,5081.279943,6056.098775,5770.002686,8579.177301,4885.362123,8271.15579,10216.71092,10078.0115,9532.954717,4803.486416,7737.301848,7427.83392
M259T189_2,9795.910485,5809.970053,10414.34879,6615.027134,7588.957666,8767.298372,8412.626658,7532.418365,6607.039361,7093.385213,7291.31021,7512.265531,7860.659474,8167.294048,9302.617234
M259T203,22788.34167,13903.9792,20117.28896,13478.69084,13818.18183,14343.98319,12392.5081,12649.83291,11820.22447,11494.32599,13547.06068,12665.90069,14617.50855,15773.76174,15178.01068
M259T214,1342.623795,935.9166062,2622.686295,1738.576996,2754.539982,722.1991921,872.035475,1780.241758,598.3277633,1405.449303,2853.899531,1097.234988,1552.110115,2649.322929,2737.641745
M259T262,11399.06498,11750.24684,12172.98373,11662.49948,11261.89013,11168.20955,12247.84161,16127.87652,10961.2177,16488.96673,14418.38866,14665.14421,12840.03295,12947.86494,13034.18247
M259T280,1291.52994,878.2920608,1089.906207,1199.787283,1294.269281,956.3728734,731.1696808,954.2831987,639.1268442,1137.19582,492.8953183,1159.859157,1167.680051,918.2764161,1101.310147
M259T309,9127.524479,10016.63832,8092.315069,9796.173104,7273.576517,10029.698,11132.64328,8845.827138,12448.48113,9597.566634,8538.002687,7892.650008,9957.165569,9099.089663,9641.64301
M259T332,1514.25768,1596.521185,2273.932053,2243.127552,2814.529015,1974.333687,1701.209084,2369.819954,1456.264556,2366.841926,1874.602195,2014.696354,2508.577682,2284.850384,2119.660899
M259T46,47461.62241,22110.19269,48991.57411,25632.42458,38574.59016,35805.24418,31647.89578,25874.15698,30555.26764,27131.62134,29109.83621,32293.54751,34918.00622,36214.76752,30457.59759
M259T493,554.0408744,809.2576404,809.5126379,894.0977472,862.2796898,799.1274357,896.7475983,1300.984307,1477.896057,990.1906839,881.5692134,1076.838765,764.5209633,1067.768045,650.3408395
M259T494,702.7741677,973.7199735,827.8726983,946.5621455,977.8140628,813.2380438,971.6113314,843.0606088,1011.665014,1002.365195,1042.78181,1016.343307,826.2074899,814.8465248,874.7404038
M259T53,9021.824314,8442.498897,8836.906662,7476.960548,9657.383832,8826.633831,28224.74338,12267.7266,27742.89342,13043.63879,21502.81747,20447.47817,13559.20724,13750.16563,14154.10445
M259T55,7384.479825,19995.09074,7910.173652,20403.68595,11921.29338,12224.49699,31186.62119,18155.71126,24027.75322,18268.13337,24308.64166,24896.79869,15303.82535,15630.85806,17963.89755
M259T69,2174.295802,2422.149939,2016.809629,2650.382193,2062.622243,2565.244121,3131.386178,3305.125714,3439.880475,3359.874357,2538.283722,1167.126962,2365.406272,2263.465484,2087.74528
M259T70,944.1424309,2485.481035,1168.325976,2663.233947,1378.435686,1396.418057,3128.244278,1976.146942,2172.582816,1922.278083,2128.590318,2458.736363,2486.283247,2550.756232,3113.574361
M259T96,2936.878745,1890.690625,2078.408125,2378.954471,1520.355577,2230.056931,1850.089939,2312.253613,1944.252137,2069.899909,2041.472855,2256.448105,2431.652817,2278.568851,3434.19917
M260T109,14263.94755,33339.62044,30817.60336,58619.11487,41173.62469,20398.05187,30210.53701,56211.76245,69491.19175,55641.81851,40676.85226,68027.71578,45607.94195,52588.45055,48038.80737
M260T152,909.4862291,1305.525952,765.4715964,1571.159067,1268.531367,1196.957496,2192.701744,1607.653141,2686.797276,1136.671224,2012.668528,1343.810867,1314.688335,1646.473791,1044.410919
M260T174,9017.538559,2475.857922,9931.987582,2697.590333,5655.359334,5052.884554,4645.653942,1930.146012,5040.534174,1587.71479,3737.417941,3478.695412,5197.481085,4501.430493,4881.707926
M260T175,769.3557529,1128.622599,914.0080018,722.5343467,893.3634306,818.153748,1505.564645,1137.801522,1713.777863,986.0522049,2040.586179,2358.909177,2187.799829,2279.337302,2572.68356
M260T182,3675.53076,3462.431665,4231.954833,3299.305324,4024.206668,4284.034825,3273.064277,3966.189081,3250.407856,4052.197324,3699.892685,3790.609233,3552.867962,3234.101247,3632.754425
M260T183,4215.954053,3989.789893,3785.545353,3891.323201,3999.652967,3432.76088,2325.4621,2805.449574,2373.489405,713.1327998,1468.001239,1644.995275,2550.739727,2747.923899,2624.040725
M260T196,1960.913932,493.3965744,1914.797601,890.4332179,1786.01092,1412.760769,1339.295977,1648.819683,1401.374721,1822.633236,1545.503811,1383.292185,2699.352465,1773.076755,1611.167919
M260T203,489.1099419,1324.22211,1457.989682,2441.357002,3095.209642,904.2786459,1016.66398,1222.997579,1056.586864,1074.48119,1115.142937,1016.849579,1409.163445,1496.048561,1711.080591
M260T204,2155.052317,1106.865823,386.8139735,785.529066,2096.665688,1848.548681,1066.645127,2039.798835,1778.543303,2317.808692,1729.702864,1779.430099,1488.777251,1929.673658,1504.823317
M260T231,1911.939974,2250.256322,1451.699294,970.7397813,1706.997515,983.2334164,1702.361174,1789.338361,819.0927642,1812.964663,1180.746604,771.6964351,1161.648031,1753.109468,2083.220682
M260T235,545.7811532,1066.861575,864.4598641,992.8083829,505.2797345,666.2012384,664.1743156,671.4053631,801.0843552,664.1597838,493.8879126,652.5887069,794.393664,1276.748014,955.9766675
M260T262,2003.728986,2154.815702,1933.277043,2173.619684,1684.150778,1963.878049,1737.517,2721.578952,1788.557474,2731.809096,2363.478854,2476.221222,2294.949233,2144.758492,2127.792191
M260T34,1529.163002,2425.823463,2429.394725,3077.750374,3110.269647,1084.038303,1311.539728,2263.109057,3453.718944,2776.215431,3525.855217,1036.434712,2192.73343,2370.405574,1414.007582
M260T46,11511.57547,5470.428378,11126.27297,6015.78521,7784.927039,7320.547307,7575.242915,6157.606197,6457.262595,6475.071109,7075.018791,8138.281425,7568.282138,8235.971749,8067.973722
M260T494,3562.07637,4204.345542,4193.061645,4258.940638,3558.907355,3900.958936,5111.924114,3963.79371,5132.157742,3875.168648,5037.454238,4380.875568,4070.152039,4107.344114,5078.217308
M260T496,5206.838448,2173.098987,2504.480688,1846.902786,4373.170919,2623.925769,3956.65637,1881.435013,2727.355978,2736.087669,2213.379972,7285.627341,2193.447718,2349.261411,2391.59588
M260T52,2242.225345,1942.632384,2953.036017,1391.666376,2546.207977,1909.151886,1393.138967,2882.186287,3379.023174,4251.145284,1728.504505,2860.386793,2826.357231,2808.562744,3135.605353
M260T55,3919.358963,4160.038798,4724.544583,3428.630449,4264.958363,4348.549178,6030.440772,5106.303088,4265.22865,3364.711121,4197.337018,4470.75769,3150.278826,4213.558409,3124.089725
M260T90,13735.25864,7349.353751,12052.55835,12128.91172,10827.65015,10184.53613,11604.08463,6767.239716,10297.05163,5960.92744,8166.478262,9686.541117,8982.025958,9800.806969,8589.238866
M260T96,2304.707383,1870.88829,3003.068482,1775.725234,2399.854373,2161.529584,1595.649969,2281.385738,1506.538387,1869.336312,2001.355273,2360.950691,2141.915174,2199.040269,2219.516575
M260T97,3462.685003,2963.929767,3018.590049,3228.837848,2677.554663,2686.269204,2105.463515,2676.037542,1894.344659,2394.026369,2583.00694,2442.737418,2235.254612,2436.044664,2462.266183
M261T102,1112.838761,767.1481089,519.7423083,916.9316353,577.0437912,2130.095005,2837.664572,1114.493248,2601.728357,1010.412596,1817.01963,1857.392136,975.9687342,1110.313653,1139.951488
M261T110,1527.421625,615.3719925,1518.329729,530.8630532,1145.152105,1283.224749,1922.230926,781.6507955,1438.937724,553.353962,750.1819611,701.4435126,1170.190921,1439.665422,1008.948306
M261T111,5327.444367,1248.748545,5453.981635,939.5521231,2565.387485,3005.056465,1170.141932,1037.976854,994.5958406,796.4541285,1200.370042,1249.091249,1249.147701,1922.145015,1815.246902
M261T154,2413.953072,1693.653322,1777.490931,1754.112143,1811.655385,1889.4146,761.0176686,1395.35444,788.6983027,1186,999.7281311,2242.008412,2780.196585,1910.048684,1913.734663
M261T160,8973.446123,4011.276702,8586.365672,6808.041399,7572.383536,8308.969902,6147.469291,4118.061878,5776.803876,4753.93186,5539.788845,5320.434144,6624.19893,6619.52796,6746.298738
M261T178,4531.126615,3550.352779,9371.750963,3721.938231,4085.297545,4307.980429,5817.519916,5762.241803,11974.19305,5686.561026,6133.73452,5335.338526,4195.497437,4022.925828,3996.396114
M261T187,1242.072466,3831.366035,1402.018681,3535.250019,2090.939815,2314.14925,1816.357269,1906.96109,2172.519125,1510.779541,2510.476166,936.4722391,2665.835215,1844.661475,1990.102077
M261T188,3548.118815,13002.05012,15554.53655,13479.50302,14491.99755,15792.14382,19842.30554,4773.522044,13609.23341,6488.649696,15913.07928,5878.332809,8041.522236,13896.73272,14658.5763
M261T191,9758.326251,4162.993813,10346.43642,4950.420675,7333.469846,8207.209608,4686.69417,4600.576125,7346.858572,9635.556879,5255.461231,4615.366522,6973.674437,6682.590476,6989.894741
M261T219,19466.78699,10842.92908,9417.809971,9423.382077,9419.596261,7926.936255,9888.21327,18771.88295,10013.16218,13967.28769,11471.08507,20323.83315,8873.836078,9878.857002,10219.07977
M261T220,8781.920362,13110.01375,8381.253907,13211.72268,10023.51371,11609.98612,16862.08256,10574.51756,18061.15101,12435.67975,14106.52945,13126.93057,13067.59954,11620.12958,12516.93234
M261T228,13215.30058,5267.116661,5909.327311,4207.135293,4359.760956,4875.407504,4347.941954,5574.48637,4509.855256,2224.370984,3553.735569,4021.603946,4875.473858,3466.364442,3288.636366
M261T232,10905.32947,25771.12989,13184.42151,23036.75438,17592.71456,14957.03572,20924.9288,25051.53512,22384.46673,27930.30492,22842.10585,25225.28616,19604.74659,18718.85362,20421.85461
M261T255,404.9540704,12262.29676,585.5376491,619.3491584,701.1579089,639.644348,11622.96817,15768.88162,11116.61084,15958.50735,644.0942662,700.26222,714.2771942,550.8991166,645.6623626
M261T256,10927.27105,12887.42151,10851.10555,10344.05329,10994.65737,10547.03332,12042.95739,16133.09322,11586.59286,16402.70743,14489.5611,13859.64902,11735.97163,12990.82751,12784.29163
M261T297,3796.509459,5367.449613,5004.170592,3825.003007,6897.622625,5315.839586,4768.712843,5092.929859,7544.698666,5529.3183,2536.556516,5793.288089,3811.07221,4326.398656,5033.102351
M261T47,7125.627863,5004.369403,8267.679649,3592.182028,5926.605354,6161.246018,5984.422446,5376.512511,5818.234741,6467.118101,6762.788475,5529.598791,6403.768916,5692.954335,5760.221036
M261T487,2176.175542,3237.346768,2298.04796,2851.941576,2522.381599,2583.216072,2775.400488,2940.234917,3080.43463,2751.828547,2908.377236,3027.194375,2714.206685,2036.891222,2624.546682
M261T55,923.6693051,4016.997599,3506.124342,5275.121544,2604.500831,7272.559872,6806.914038,5692.530334,3307.461704,5264.174017,5833.897592,4346.75906,6556.757272,5487.374039,4086.593293
M261T58_2,2465.979008,1291.61304,2520.358462,1355.89985,1835.030509,2250.517942,2577.916397,2092.340226,3609.932605,2047.462819,2658.426242,1901.032267,1832.568443,1831.739758,2572.70554
M261T82,467.3018898,2066.864041,2682.133653,2928.097436,2118.612207,2408.649429,2369.967136,1100.140474,2408.162758,1915.46956,2122.743687,2031.032807,1841.036758,1701.958865,1520.23046
M262T111,2602.849558,6391.539677,3062.163119,6131.550513,5242.578578,5846.633089,20051.42458,12563.38178,20840.62924,13614.3041,15797.0225,16614.35936,9560.722706,12364.25251,12931.41215
M262T123,1959.518481,7156.317661,2306.071102,7715.90986,5331.145835,2141.944909,21211.3446,14877.17431,23041.96309,14727.49896,18007.75997,19797.43135,10774.34367,11116.66,10542.59154
M262T129,1922.163685,1482.499245,1800.053714,1083.140844,2581.596866,1122.018979,877.1933331,1409.145139,913.2552841,1543.453345,1242.715016,1190.155283,1424.84902,1245.828663,1152.439971
M262T164,944.4418706,1362.106594,1370.096466,784.5937926,3160.577759,1726.11199,1351.242251,1202.937005,710.1215582,1202.262039,785.463869,1151.598507,1549.924167,1570.185979,1603.808235
M262T165,1082.154493,1386.267421,1453.054303,1360.243195,1215.933944,1577.683717,2400.700636,1874.318532,1558.44875,1684.579583,1788.277231,2069.097391,1334.363974,1470.546125,1279.857635
M262T181,963.4714201,826.7688587,956.9194311,807.7684352,998.3418019,399.2692357,632.4575415,907.989603,756.2101915,1097.626826,1084.114697,1134.270544,750.6117364,1022.528927,689.0770268
M262T191,2144.919765,870.0581108,1743.239181,852.8128971,1860.143731,1150.600231,2051.457664,1868.181914,933.322636,936.1771178,1078.591833,844.7774497,1246.576772,1014.789844,996.197037
M262T219,1213.580141,1365.808768,1930.400208,1624.692838,1698.164649,1225.136026,1049.005571,1960.385096,1413.884463,1431.714161,1296.075174,1218.343101,1545.270388,1616.182233,1145.780285
M262T220,929.0587788,756.825126,975.1123895,1411.21035,960.5559828,1517.143005,1405.188277,1318.990447,1602.23134,1237.609825,1112.869342,1295.853215,1205.410092,1093.195579,1277.187204
M262T232,1379.007165,3993.750273,1286.545372,3046.609593,2694.527568,2477.236491,2907.31384,3502.763697,3608.155333,3914.189298,3793.848997,2116.490527,2297.046712,3349.339985,4111.697933
M262T256,1807.545144,2636.630173,1709.551697,1891.622094,1855.790376,1926.030334,1957.796517,2712.624098,1989.241228,2855.682759,2585.336525,2723.156735,1879.588001,2487.433138,2157.11721
M262T315,4041.093138,803.4497711,4888.54638,686.3481245,2814.785384,3055.013047,629.4653312,1807.39718,588.6503525,1329.862809,1098.519896,1308.390053,1842.597332,1922.356775,1592.987425
M262T391,650.8133883,454.4440009,635.3355468,464.2458337,227.3489566,465.016566,572.1021836,613.7794898,749.0935699,831.924881,956.6454077,655.2634229,885.2704224,780.0890497,520.2549969
M262T44,1954.938072,2748.982958,1884.50739,1686.772186,2039.293739,2496.972546,1541.252761,2525.096861,2148.0561,2012.395375,2057.421764,2436.69856,2051.429473,2036.073655,2308.56421
M262T494,398.3150754,522.7577346,379.2137112,495.9378396,404.4670623,553.600528,620.0006894,568.6989958,842.7335266,552.6959653,521.4046902,678.3070874,636.7661067,555.6840407,624.7452041
M262T57,255055.5908,29616.07344,236907.1568,30453.83618,155097.1414,164023.3318,16954.55884,21150.94051,18001.65889,21243.12561,19785.37789,21016.37153,101845.645,97158.75463,97604.03414
M262T60,5460.847934,7104.702705,3879.289699,6741.457837,4042.875062,5387.893479,8416.777254,9144.558942,9848.186354,9421.160138,9116.525335,8847.792375,8389.458407,5590.765018,6698.419875
M262T66,558.0292325,2301.142469,581.4036164,816.7251268,1364.91723,1413.267436,1415.15011,2285.351139,1165.476997,2291.992142,1215.273062,1520.685517,1272.557526,1615.539261,1426.391243
M262T76,4455.73411,4912.811078,3942.297859,3053.164763,4978.043685,3455.732192,4328.607379,3504.367557,4396.978683,4344.778055,4207.481496,3954.636701,4290.251449,3558.202304,3137.275226
M263T179,5018.214104,5161.926941,5968.396779,5375.594838,5564.849119,5270.467234,4665.908174,4663.411576,5951.053373,6108.475815,6300.362259,5175.53547,4680.694538,5584.050797,4730.111211
M263T181,947.636933,932.9150624,1580.190559,759.1531231,1373.290004,1241.420131,993.8695158,1648.341061,881.5730757,843.4322032,1408.548546,895.4405193,1883.256292,1358.104449,1677.14446
M263T199,1267.420398,1768.680392,2095.985929,1541.61303,1628.358373,1315.491649,1095.335814,1493.412835,2023.452866,1356.750138,1101.176227,1783.353804,1306.094244,1257.801808,1270.647938
M263T215,14502.92367,4096.056533,13249.33465,4425.24058,8442.433662,9293.247564,2592.575782,2820.097508,3106.845598,3306.368013,3340.037827,3579.517918,6279.681913,6051.373392,6756.13567
M263T219,11624.04155,30660.91004,11743.66283,31154.28948,18289.45561,17714.34661,18251.7892,19282.94501,19839.34133,21591.66896,19760.83902,18757.00187,18546.00484,20051.80797,19978.4409
M263T227,9341.0943,3734.581484,9350.039596,2281.403892,5087.639907,5828.256291,3792.239261,5143.553019,1536.98702,1878.664042,2035.409788,2205.005063,4645.728965,5038.714335,5133.078601
M263T228,3946.691107,3305.840962,4301.044508,3703.137809,2996.245263,8136.318303,4067.419511,3955.873211,3403.258986,4973.052066,4388.630627,3554.331621,4288.428492,4515.983854,5061.890719
M263T253,9562.598455,10206.32565,12891.87444,12125.68812,11598.65579,12811.11654,10377.08749,13360.26724,10626.26757,14736.7651,15752.05684,15257.87719,11198.18507,10797.26192,12547.74208
M263T264,1521.143359,1182.000512,1504.187205,1305.779214,1479.791977,1454.727686,1829.435285,2460.292472,1861.559831,2006.450206,1881.052904,1494.801471,1350.950785,1706.335527,1566.336659
M263T318,2236.068329,1764.79666,2882.457464,1053.108548,1362.479426,720.0144095,963.8586927,2437.763138,1233.865793,1455.255847,2223.205955,2631.339081,1663.632799,1130.472554,1808.996654
M263T368,2963.565098,2437.013725,1679.782097,1963.393694,1554.684217,2259.44003,2675.644873,1840.79224,2376.270487,2047.246807,1955.107724,2138.581565,2217.188277,2811.266992,1818.496789
M263T44,5886.619624,5825.353852,5077.166446,7521.712889,5858.406969,5023.100021,7506.522233,5625.812817,6483.683368,6912.673636,6668.305039,5692.692613,5773.92773,6063.974243,5469.497121
M263T473_1,19154.04541,14075.22666,14495.93538,34100.74216,13107.14068,6022.270544,15353.00702,11381.26856,14870.643,6655.497015,20542.16159,18645.96772,10895.70756,8428.993723,13751.29774
M263T487,746.0675288,1122.268961,800.1485152,990.5162997,887.7549757,656.2327751,661.5531806,633.8314322,1280.436452,1059.997777,1182.920981,521.5735316,1014.818898,1147.770744,882.2841175
M263T50,1989.354968,2122.849367,2275.104167,582.1163685,2703.850366,2631.663083,2532.617592,2299.568034,2066.863693,2166.757626,2223.723329,2583.671845,1872.224816,2562.373268,2897.351241
M263T57,24340.85478,3838.838877,25367.97146,4796.430998,17264.8429,18260.26952,3370.854937,2673.098436,4023.162006,1780.484151,2749.86368,4615.269689,11976.42003,10779.31303,10389.46059
M263T58,17652.29984,5879.480177,12158.40766,5210.332698,10301.52169,8415.034421,5751.712214,3904.720186,5935.660973,7039.710267,5842.56209,4323.870669,7122.33409,7398.687451,7929.291684
M263T87,14597.97391,36107.37013,15308.64004,39554.2427,15676.95424,16965.92952,31949.6732,17826.6381,28030.39582,18499.00336,28764.25027,24895.62702,22352.83722,19478.06564,22124.22657
M263T95,6656.157019,5153.345617,5486.294932,3940.645042,4689.287046,4603.789643,5465.921383,3373.609888,3992.364022,5254.173503,5968.255498,4043.66644,5200.105443,4624.280395,5075.918145
M263T96,2669.088514,1253.981921,1453.682003,1252.68268,1533.242237,1658.612077,1476.994481,2131.720119,1513.305376,2277.273601,1959.346882,1424.725285,1262.455017,1519.391075,1821.62002
